Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Szymon Staskiewicz,Poland,25,185.0,79.0,M,1/3/1987,ZIELONA GORA (POL),0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
Richard Stauffacher,Switzerland,29,181.0,74.0,M,8/28/1982,MATT (SUI),0,0,0,0,Sailing,Men's RS-X
Kevin Staut,France,31,183.0,70.0,M,11/15/1980,LE CHESNAY (FRA),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, SILVANA"
Heather Steacy,Canada,24,175.0,80.0,F,4/14/1988,Saskatoon (CAN),0,0,0,0,Athletics,Women's Hammer Throw
James Steacy,Canada,28,189.0,115.0,M,5/29/1984,Saskatoon (CAN),0,0,0,0,Athletics,Men's Hammer Throw
Edino Steele,Jamaica,25,178.0,72.0,M,6/1/1987,Kingston (JAM),0,0,0,0,Athletics,Men's 4 x 400m Relay
Claudia Stef,Romania,34,170.0,55.0,F,2/25/1978,Craiova (ROU),0,0,0,0,Athletics,Women's 20km Race Walk
Ekaterini Stefanidi,Greece,22,172.0,62.0,F,2/4/1990,CHOLARGOS (GRE),0,0,0,0,Athletics,Women's Pole Vault
Zuzana Stefecekova,Slovakia,28,166.0,72.0,F,1/15/1984,Nitra (SVK),0,0,0,0,Shooting,Women's Trap
Britta Steffen,Germany,28,180.0,60.0,F,11/16/1983,Schwedt (GER),0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay"
Jessica Steffens,United States of America,25,183.0,75.0,F,4/7/1987,San Francisco (USA),0,0,0,0,Water Polo,Women's Water Polo
Maggie Steffens,United States of America,19,175.0,70.0,F,6/4/1993,SAN RAMON (USA),0,0,0,0,Water Polo,Women's Water Polo
John Steffensen,Australia,29,180.0,71.0,M,8/30/1982,Perth (AUS),0,0,0,0,Athletics,Men's 4 x 400m Relay
Bastian Steger,Germany,31,170.0,65.0,M,3/19/1981,OBERVIECHTACH (GER),0,0,0,0,Table Tennis,Men's Team
Jordis Steinegger,Austria,29,172.0,58.0,F,2/8/1983,Graz (AUT),0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 400m Individual Medley"
Matthias Steiner,Germany,29,183.0,145.0,M,8/25/1982,Wien,0,0,0,0,Weightlifting,Men's +105kg
Lennart Stekelenburg,Netherlands,25,184.0,78.0,M,10/22/1986,Rotterdam (NED),0,0,0,0,Swimming,"Men's 100m Breaststroke, Men's 200m Breaststroke, Men's 4x100m Medley Relay"
Hilary Stellingwerff,Canada,30,160.0,47.0,F,8/7/1981,SARNIA (CAN),0,0,0,0,Athletics,Women's 1500m
Ondrej Stepanek,Czech Republic,32,171.0,77.0,M,11/28/1979,BRANDYS NAD LABEM (CZE),0,0,0,0,Canoe Slalom,Men's Canoe Double (C2)
Inna Stepanova,Russian Federation,22,175.0,62.0,F,4/17/1990,BURIATIA,0,0,0,0,Archery,"Women's Individual, Women's Team"
Darya Stepanyuk,Ukraine,22,174.0,64.0,F,5/22/1990,Kharkiv (UKR),0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 4x200m Freestyle Relay"
Adonia Steryiou,Greece,27,180.0,59.0,F,7/7/1985,AGIOI SARANTA (ALB),0,0,0,0,Athletics,Women's High Jump
Suzanne Stettinius,United States of America,24,178.0,61.0,F,1/22/1988,Virginia Beach (USA),0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
Christin Steuer,Germany,29,168.0,53.0,F,3/6/1983,Berlin (GER),0,0,0,0,Diving,Women's Synchronised 10m Platform
Markus Steuerwald,Germany,23,182.0,86.0,M,3/7/1989,WOLFACH (GER),0,0,0,0,Volleyball,Men's Volleyball
Evelyn Stevens,United States of America,29,165.0,56.0,F,5/9/1983,Claremont (USA),0,0,0,0,Cycling - Road,Women's Road Race
Travis Stevens,United States of America,26,180.0,81.0,M,2/28/1986,Tacoma (USA),0,0,0,0,Judo,Men's -81kg
Dale Stevenson,Australia,24,181.0,128.0,M,1/1/1988,WONTHAGGI (AUS),0,0,0,0,Athletics,Men's Shot Put
Ivan Stevic,Serbia,32,172.0,68.0,M,3/12/1980,Beograd (SRB),0,0,0,0,Cycling - Road,Men's Road Race
Kerron Stewart,Jamaica,28,170.0,62.0,F,4/16/1984,Kingston (JAM),0,0,0,0,Athletics,"Women's 100m, Women's 4 x 100m Relay"
Murray Stewart,Australia,26,186.0,86.0,M,7/2/1986,Durban (RSA),0,0,0,0,Canoe Sprint,"Men's Kayak Single (K1) 1000m, Men's Kayak Four (K4) 1000m"
Sarah Steyaert,France,25,176.0,69.0,F,11/27/1986,Bordeaux (FRA),0,0,0,0,Sailing,Women's Laser Radial
Tonci Stipanovic,Croatia,26,178.0,83.0,M,6/13/1986,Split (CRO),0,0,0,0,Sailing,Men's Laser
Velimir Stjepanovic,Serbia,18,183.0,74.0,M,8/7/1993,Abu Dhabi (UAE),0,0,0,0,Swimming,"Men's 200m Butterfly, Men's 4x100m Freestyle Relay"
Hayden Stoeckel,Australia,27,197.0,95.0,M,8/10/1984,RENMARK (AUS),0,0,0,0,Swimming,Men's 100m Backstroke
Maike Stoeckel,Germany,28,166.0,61.0,F,3/6/1984,BIELEFELD (GER),0,0,0,0,Hockey,Women's Hockey
Dragos Stoenescu,Romania,33,196.0,96.0,M,5/30/1979,Bucuresti (ROU),0,0,0,0,Water Polo,Men's Water Polo
Rastko Stojkovic,Serbia,31,191.0,110.0,M,7/12/1981,Beograd (SRB),0,0,0,0,Handball,Men's Handball
Stuart Stokes,Great Britain,35,181.0,65.0,M,12/5/1976,Bolton (GBR),0,0,0,0,Athletics,Men's 3000m Steeplechase
Nelson Stone,Papua New Guinea,28,179.0,75.0,M,6/2/1984,CENTRAL (PNG),0,0,0,0,Athletics,Men's 400m
Erik Storck,United States of America,27,180.0,72.0,M,4/13/1985,Huntington (USA),0,0,0,0,Sailing,Men's 49er
David Storl,Germany,22,199.0,122.0,M,7/27/1990,Rochlitz (GER),0,0,0,0,Athletics,Men's Shot Put
Elizabeth Storry,Great Britain,34,173.0,74.0,F,4/24/1978,Reading (GBR),0,0,0,0,Hockey,Women's Hockey
Sebastian Stoss,Austria,26,193.0,90.0,M,1/14/1986,KAIRO (AUT),0,0,0,0,Swimming,Men's 200m Backstroke
Etienne Stott,Great Britain,33,182.0,83.0,M,6/30/1979,Manchester (GBR),1,0,0,1,Canoe Slalom,Men's Canoe Double (C2)
Belinda Stowell,Australia,41,172.0,68.0,F,5/28/1971,Harare (ZIM),0,0,0,0,Sailing,Women's 470
Petar Stoychev,Bulgaria,35,189.0,90.0,M,10/24/1976,MOMCHILGRAD (BUL),0,0,0,0,Swimming,Men's 10km Marathon
Klemen Strajhar,Slovenia,17,190.0,92.0,M,8/20/1994,Ljubljana,0,0,0,0,Archery,Men's Individual
Yuling Su,People's Republic of China,23,158.0,50.0,F,4/24/1989,FUJIAN (CHN),0,0,0,0,Shooting,Women's 10m Air Pistol
Albert Subirats Altes,Venezuela,25,193.0,88.0,M,9/25/1986,Valencia (VEN),0,0,0,0,Swimming,Men's 100m Butterfly
Ana Subotic,Serbia,28,171.0,54.0,F,11/18/1983,VALJEVO (SRB),0,0,0,0,Athletics,Women's Marathon
Nora Subschinski,Germany,24,159.0,57.0,F,6/5/1988,Berlin (GER),0,0,0,0,Diving,"Women's 3m Springboard, Women's 10m Platform, Women's Synchronised 10m Platform"
Volha Sudarava,Belarus,28,177.0,62.0,F,2/22/1984,Gomel (BLR),0,0,0,0,Athletics,Women's Long Jump
Grzegorz Sudol,Poland,33,175.0,64.0,M,8/28/1978,Nowa Deba (POL),0,0,0,0,Athletics,Men's 20km Race Walk
Satoko Suetsuna,Japan,31,168.0,59.0,F,1/30/1981,OITA,0,0,0,0,Badminton,Women's Doubles
Mika Sugimoto,Japan,27,165.0,100.0,F,8/27/1984,Itami (JPN),0,1,0,1,Judo,Women's +78kg
Taizo Sugitani,Japan,36,170.0,63.0,M,6/27/1976,SAKAI (JPN),0,0,0,0,Equestrian,"Individual Jumping, AVENZIO"
Mira Suhonen,Finland,27,153.0,63.0,F,7/9/1985,KUORTANE (FIN),0,0,0,0,Shooting,Women's 10m Air Pistol
Jennifer Suhr,United States of America,30,183.0,65.0,F,2/5/1982,DUNKIRK (USA),0,0,0,0,Athletics,Women's Pole Vault
Supanara Sukhasvasti N A,Thailand,20,190.0,72.0,M,6/11/1992,CHIANG MAI (THA),0,0,0,0,Athletics,Men's Long Jump
Alexander Sukhorukov,Russian Federation,24,197.0,92.0,M,2/22/1988,KOMI REGION (RUS),0,0,0,0,Swimming,Men's 4x200m Freestyle Relay
Sandro Sukno,Croatia,22,200.0,93.0,M,6/30/1990,Dubrovnik (CRO),0,0,0,0,Water Polo,Men's Water Polo
Grigory Sukochev,Australia,24,196.0,87.0,M,2/18/1988,Tashkent (UZB),0,0,0,0,Volleyball,Men's Volleyball
Alex Misael Suligoy,Argentina,21,180.0,90.0,M,12/3/1990,MALABRIGO (ARG),0,0,0,0,Shooting,Men's 50m Rifle Prone
Eamon Sullivan,Australia,26,189.0,78.0,M,8/30/1985,Perth (AUS),0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 4x100m Freestyle Relay"
Monique Sullivan,Canada,23,167.0,50.0,F,2/21/1989,Calgary (CAN),0,0,0,0,Cycling - Track,"Women's Sprint, Women's Keirin"
Faye Sultan,Kuwait,17,182.0,67.0,F,10/20/1994,KUWAIT (KUW),0,0,0,0,Swimming,Women's 50m Freestyle
Eunice Jepkoech Sum,Kenya,24,159.0,53.0,F,4/10/1988,Uasin Gishu (KEN),0,0,0,0,Athletics,Women's 1500m
Huizi Sun,People's Republic of China,22,182.0,69.0,F,6/11/1990,Liaoning (CHN),0,0,0,0,Water Polo,Women's Water Polo
Sinan Sun,People's Republic of China,23,168.0,70.0,F,10/2/1988,Liaoning (CHN),0,0,0,0,Hockey,Women's Hockey
Yang Sun,People's Republic of China,20,198.0,89.0,M,12/1/1991,Zhejiang (CHN),1,1,1,3,Swimming,"Men's 200m Freestyle, Men's 400m Freestyle, Men's 1500m Freestyle, Men's 4x200m Freestyle Relay"
Yating Sun,People's Republic of China,24,180.0,80.0,F,2/24/1988,Tianjin (CHN),0,0,0,0,Water Polo,Women's Water Polo
Yawei Sun,People's Republic of China,24,169.0,60.0,F,10/17/1987,Jiangsu (CHN),0,0,0,0,Athletics,Women's 100m Hurdles
Ye Sun,People's Republic of China,23,169.0,61.0,F,1/15/1989,Shanghai (CHN),0,0,0,0,Swimming,"Women's 200m Breaststroke, Women's 4x100m Medley Relay"
Yujun Sun,People's Republic of China,25,168.0,65.0,F,1/30/1987,Tianjin (CHN),0,0,0,0,Water Polo,Women's Water Polo
Yuki Sunaga,Japan,31,171.0,62.0,F,12/28/1980,SAKADO (JPN),0,0,0,0,Sailing,Women's RS-X
Jaana Sundberg,Finland,29,164.0,52.0,F,4/2/1983,Riihimaki (FIN),0,0,0,0,Judo,Women's -52kg
Scott Sunderland,Australia,24,178.0,92.0,M,3/16/1988,BUSSELTON (AUS),0,0,0,0,Cycling - Track,Men's Team Sprint
Byambatseren Sundev,Mongolia,22,162.0,55.0,F,3/24/1990,UMNUGOBI PROVINCE (MGL),0,0,0,0,Wrestling,Women's 55kg Freestyle
Pia Sundstedt,Finland,37,168.0,52.0,F,5/2/1975,Kokkola (FIN),0,0,0,0,Cycling - Road,"Women's Individual Time Trial, Women's Road Race"
Ji Hyun Sung,Republic of Korea,21,175.0,56.0,F,7/29/1991,Seoul,0,0,0,0,Badminton,Women's Singles
Glenn Surgeloose,Belgium,22,182.0,82.0,M,9/4/1989,Gent (BEL),0,0,0,0,Swimming,"Men's 200m Freestyle, Men's 4x200m Freestyle Relay"
Tadas Suskevicius,Lithuania,27,176.0,65.0,M,5/22/1985,Vilnius (LTU),0,0,0,0,Athletics,Men's 50km Race Walk
Esther Suss,Switzerland,38,167.0,54.0,F,3/19/1974,BRUGG (SUI),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Tina Sutej,Slovenia,23,173.0,59.0,F,11/7/1988,Ljubljana (SLO),0,0,0,0,Athletics,Women's Pole Vault
Chloe Sutton,United States of America,20,173.0,66.0,F,2/3/1992,VANDENBERG AFB (USA),0,0,0,0,Swimming,Women's 400m Freestyle
Jane Suuto,Uganda,33,176.0,58.0,F,8/8/1978,MBALE (UGA),0,0,0,0,Athletics,Women's Marathon
Yury Suvorau,Belarus,21,188.0,84.0,M,3/29/1991,Vitebsk (BLR),0,0,0,0,Swimming,Men's 400m Individual Medley
Donald Suxho,United States of America,36,196.0,95.0,M,2/21/1976,KORCE (ALB),0,0,0,0,Volleyball,Men's Volleyball
Satomi Suzuki,Japan,21,168.0,62.0,F,1/29/1991,Fukuoka (JPN),0,1,1,2,Swimming,"Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4x100m Medley Relay"
Yusuke Suzuki,Japan,24,169.0,57.0,M,1/2/1988,YOKOHAMA (JPN),0,0,0,0,Athletics,Men's 20km Race Walk
Premysl Svarc,Czech Republic,27,177.0,66.0,M,3/27/1985,Plzen (CZE),0,0,0,0,Triathlon,Men's Triathlon
Anastasiya Svechnikova,Uzbekistan,19,169.0,68.0,F,9/20/1992,Tashkent (UZB),0,0,0,0,Athletics,Women's Javelin Throw
Therese Svendsen,Sweden,23,180.0,73.0,F,3/13/1989,FOSIE (SWE),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 4x100m Medley Relay"
Ludvig Svennerstal,Sweden,21,186.0,69.0,M,8/24/1990,Stockholm (SWE),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, SHAMWARI"
Marcus Svensson,Sweden,22,175.0,67.0,M,3/22/1990,HARSLOV (SWE),0,0,0,0,Shooting,Men's Skeet
Valery Sviatokha,Belarus,31,188.0,116.0,M,7/20/1981,Grodno (BLR),0,0,0,0,Athletics,Men's Hammer Throw
Sergey Sviridov,Russian Federation,21,192.0,85.0,M,10/20/1990,Sverdlovsk (RUS),0,0,0,0,Athletics,Men's Decathlon
David Svoboda,Czech Republic,27,184.0,75.0,M,3/19/1985,Praha (CZE),0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
Greggmar Swift,Barbados,21,183.0,68.0,M,2/16/1991,Bridgetown (BAR),0,0,0,0,Athletics,Men's 110m Hurdles
Jan Sychra,Czech Republic,43,170.0,83.0,M,3/21/1969,Brno  (CZE),0,0,0,0,Shooting,Men's Skeet
Adela Sykorova,Czech Republic,25,171.0,57.0,F,2/5/1987,Zlin (CZE),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Miroslava Syllabova,Slovakia,21,177.0,57.0,F,9/5/1990,Levice (SVK),0,0,0,0,Swimming,Women's 50m Freestyle
Nick Symmonds,United States of America,28,178.0,75.0,M,12/30/1983,Blytheville (USA),0,0,0,0,Athletics,Men's 800m
Sabine Hazboun,Palestine,18,165.0,58.0,F,6/11/1994,Bethlehem (PLE),0,0,0,0,Swimming,Women's 50m Freestyle
Sajjad Hashemiahangari,Islamic Republic of Iran,20,178.0,69.0,M,8/22/1991,Tabriz (IRI),0,0,0,0,Athletics,Men's 400m
Saleh Emara,Egypt,30,186.0,96.0,M,6/1/1982,EL.MENOUFIA (EGY),0,0,0,0,Wrestling,Men's 96kg Freestyle
Samorn Kieng,Cambodia,29,170.0,60.0,M,3/4/1983,KANDAL (CAM),0,0,0,0,Athletics,Men's 800m
Samuel Hazewinkel,United States of America,29,163.0,55.0,M,3/4/1983,Edina (USA),0,0,0,0,Wrestling,Men's 55kg Freestyle
Samuel Hernanz,Spain,26,180.0,75.0,M,4/15/1986,Tarbes (FRA),0,0,0,0,Canoe Slalom,Men's Kayak (K1)
Sang-Guen Jeon,Republic of Korea,31,183.0,158.0,M,2/28/1981,Gangwon,0,0,0,0,Weightlifting,Men's +105kg
Sarah Hanffou,Cameroon,25,163.0,65.0,F,10/8/1986,ROUBAIX (FRA),0,0,0,0,Table Tennis,Women's Singles
Sarah Poewe,Germany,29,175.0,71.0,F,3/3/1983,KAPSTADT (RSA),0,0,0,0,Swimming,"Women's 100m Breaststroke, Women's 4x100m Medley Relay"
Sardar Hasanov,Azerbaijan,27,160.0,69.0,M,5/12/1985,Baku,0,0,0,0,Weightlifting,Men's 69kg
Satomi Kubokura,Japan,30,161.0,52.0,F,4/27/1982,ASAHIKAWA (JPN),0,0,0,0,Athletics,Women's 400m Hurdles
Sean Furey,United States of America,29,188.0,86.0,M,8/31/1982,Greenville (USA),0,0,0,0,Athletics,Men's Javelin Throw
Sebastian Langeveld,Netherlands,27,178.0,68.0,M,1/17/1985,Leiden (NED),0,0,0,0,Cycling - Road,Men's Road Race
Seon Mi Park,Republic of Korea,30,164.0,59.0,F,8/2/1982,Seoul (KOR),0,0,0,0,Hockey,Women's Hockey
Seonho Park,Republic of Korea,28,182.0,74.0,M,3/15/1984,Seoul (KOR),0,0,0,0,Cycling - Track,Men's Team Pursuit
Seonkwan Park,Republic of Korea,21,183.0,71.0,M,1/16/1991,GYUNGGI (KOR),0,0,0,0,Swimming,Men's 100m Backstroke
Sergey Krovyakov,Turkmenistan,21,194.0,74.0,M,4/1/1991,Ashgabat (TKM),0,0,0,0,Swimming,Men's 100m Freestyle
Sergey Kucherov,Russian Federation,32,175.0,95.0,M,7/18/1980,Tula (RUS),0,0,0,0,Cycling - Track,Men's Team Sprint
Sergey Kucheryanu,Russian Federation,27,184.0,71.0,M,6/30/1985,Moscow (RUS),0,0,0,0,Athletics,Men's Pole Vault
Serghei Marghiev,Republic of Moldova,19,195.0,93.0,M,11/6/1992,Chisinau (MDA),0,0,0,0,Athletics,Men's Hammer Throw
Sergio Luis Henao Montoya,Colombia,24,170.0,61.0,M,12/10/1987,RIONEGRO (COL),0,0,0,0,Cycling - Road,Men's Road Race
Serhiy Drebot,Ukraine,25,170.0,66.0,M,5/16/1987,Ivano,0,0,0,0,Judo,Men's -66kg
Shu-Ching Hsu,Taipei (Chinese Taipei),21,159.0,52.0,F,5/9/1991,YUNLIN,0,1,0,1,Weightlifting,Women's 53kg
Simon Delestre,France,31,174.0,67.0,M,6/21/1981,Metz (FRA),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, NAPOLI DU RY"
Simon Groteluschen,Germany,25,194.0,84.0,M,10/3/1986,LUBECK (GER),0,0,0,0,Sailing,Men's Laser
Simona Krupeckaite,Lithuania,29,170.0,70.0,F,12/13/1982,UTENA (LTU),0,0,0,0,Cycling - Track,"Women's Sprint, Women's Keirin"
Simona la Mantia,Italy,29,177.0,64.0,F,4/14/1983,Palermo (ITA),0,0,0,0,Athletics,Women's Triple Jump
Slavisa Dukanovic,Serbia,33,190.0,97.0,M,5/3/1979,Beograd (SRB),0,0,0,0,Handball,Men's Handball
Slawomir Kuczko,Poland,27,183.0,80.0,M,6/25/1985,KOSZALIN (POL),0,0,0,0,Swimming,Men's 200m Breaststroke
Song-Yi Han,Republic of Korea,27,186.0,65.0,F,9/5/1984,Seoul (KOR),0,0,0,0,Volleyball,Women's Volleyball
Soslan Gattsiev,Belarus,26,176.0,84.0,M,9/27/1985,SOVETOBAD (UZB),0,0,0,0,Wrestling,Men's 84kg Freestyle
Soumiya Labani,Morocco,37,168.0,54.0,F,2/3/1975,Safi (MAR),0,0,0,0,Athletics,Women's Marathon
Stanka Zlateva Hristova,Bulgaria,29,163.0,72.0,F,3/1/1983,Sliven (BUL),0,0,0,0,Wrestling,Women's 72kg Freestyle
Stanley Gbagbeke,Nigeria,23,190.0,79.0,M,7/24/1989,Oginibo (NGR),0,0,0,0,Athletics,Men's Long Jump
Stefany Hernandez,Venezuela,21,163.0,65.0,F,6/15/1991,CIUDAD GUAYANA (VEN),0,0,0,0,Cycling - BMX,Women's BMX
Steffen Deibler,Germany,25,185.0,79.0,M,7/10/1987,BIBERACH/RISS (GER),0,0,0,0,Swimming,"Men's 100m Butterfly, Men's 4x100m Medley Relay"
Steffen Gebhardt,Germany,31,175.0,75.0,M,7/22/1981,Neuss (GER),0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
Stephanie Hazard,New Zealand,22,176.0,70.0,F,11/29/1989,Subiaco (AUS),0,0,0,0,Sailing,Women's Elliott 6m
Stephanie Horner,Canada,23,180.0,70.0,F,3/19/1989,BATHURST (CAN),0,0,0,0,Swimming,Women's 400m Individual Medley
Stephanie Obermoser,Austria,23,161.0,55.0,F,10/14/1988,ST. JOHANN I. T. (AUT),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Stevick Patris,Palau,21,157.0,61.0,M,1/17/1991,Koror,0,0,0,0,Weightlifting,Men's 62kg
Stuart Hayes,Great Britain,33,188.0,72.0,M,4/16/1979,ISLEWORTH (GBR),0,0,0,0,Triathlon,Men's Triathlon
Sultan Haydar,Turkey,25,170.0,55.0,F,6/23/1987,GOLEROGI (ETH),0,0,0,0,Athletics,Women's Marathon
Sung Baek Park,Republic of Korea,27,175.0,73.0,M,2/27/1985,Seoul (KOR),0,0,0,0,"Cycling - Road, Cycling - Track","Men's Road Race, Men's Team Pursuit"
Svetlana Kryuchkova,Russian Federation,27,174.0,63.0,F,2/21/1985,Lipetsk (RUS),0,0,0,0,Volleyball,Women's Volleyball
Svetlana Podobedova,Kazakhstan,26,165.0,75.0,F,5/25/1986,Moscow,1,0,0,1,Weightlifting,Women's 75kg
Swann Oberson,Switzerland,26,183.0,65.0,F,7/26/1986,CHENE,0,0,0,0,Swimming,Women's 10km Marathon
Sylvia Jebiwott Kibet,Kenya,28,167.0,46.0,F,3/28/1984,Keiyo (KEN),0,0,0,0,Athletics,Women's 5000m
Sylwia Gawlikowska,Poland,29,176.0,61.0,F,2/25/1983,Warszawa (POL),0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
Marie-Josee Ta Lou,Côte d'Ivoire,23,159.0,50.0,F,11/18/1988,BOUAFLE (CIV),0,0,0,0,Athletics,Women's 200m
Wakako Tabata,Japan,28,166.0,70.0,F,10/12/1983,YOKOHAMA (JPN),0,0,0,0,Sailing,Women's 470
Haruka Tachimoto,Japan,22,166.0,70.0,F,8/3/1990,IMIZU (JPN),0,0,0,0,Judo,Women's -70kg
Stacey Tadd,Great Britain,23,181.0,74.0,F,2/21/1989,Bath (GBR),0,0,0,0,Swimming,Women's 200m Breaststroke
Zersenay Tadese,Eritrea,30,160.0,54.0,M,1/1/1982,Adi Bana (ERI),0,0,0,0,Athletics,"Men's 10,000m"
Patricia Taea,Cook Islands,19,164.0,62.0,F,5/25/1993,Rarotonga (COK),0,0,0,0,Athletics,Women's 100m
Joyce Tafatatha,Malawi,14,168.0,68.0,F,4/18/1998,Blantyre (MAW),0,0,0,0,Swimming,Women's 50m Freestyle
Mehdi Sadegh Taghavi Kermani,Islamic Republic of Iran,25,178.0,66.0,M,2/20/1987,SAVADKOH (IRI),0,0,0,0,Wrestling,Men's 66kg Freestyle
Sergiy Tagirov,Ukraine,23,179.0,105.0,M,1/2/1989,Dnipropetrovsk (UKR),0,0,0,0,Weightlifting,Men's 105kg
Kenichi Tago,Japan,23,174.0,70.0,M,7/16/1989,SHINAGAWA,0,0,0,0,Badminton,Men's Singles
Rima Taha,Jordan,25,175.0,60.0,F,3/22/1987,Amman (JOR),0,0,0,0,Athletics,Women's 100m
Saman Tahmasebi,Azerbaijan,27,180.0,84.0,M,7/26/1985,SANANDAJ (IRI),0,0,0,0,Wrestling,Men's 84kg Greco-Roman
Tzu Ying Tai,Taipei (Chinese Taipei),18,163.0,57.0,F,6/20/1994,KAOHSIUNG CITY,0,0,0,0,Badminton,Women's Singles
Julia Takacs,Spain,23,171.0,53.0,F,6/29/1989,Budapest (HUN),0,0,0,0,Athletics,Women's 20km Race Walk
Krisztian Takacs,Hungary,26,185.0,77.0,M,12/30/1985,Budapest (HUN),0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 4x100m Freestyle Relay"
Orsolya Takacs,Hungary,27,190.0,83.0,F,5/20/1985,Budapest (HUN),0,0,0,0,Water Polo,Women's Water Polo
Kenji Takahashi,Japan,29,186.0,80.0,M,8/21/1982,YOKOHAMA (JPN),0,0,0,0,Sailing,Men's 49er
Miho Takahashi,Japan,19,160.0,53.0,F,12/1/1992,Kyoto (JPN),0,0,0,0,Swimming,Women's 400m Individual Medley
Momoko Takahashi,Japan,23,170.0,59.0,F,11/16/1988,MISATO (JPN),0,0,0,0,Athletics,Women's 4 x 100m Relay
Shinji Takahira,Japan,28,180.0,60.0,M,7/18/1984,ASAHIKAWA (JPN),0,0,0,0,Athletics,"Men's 200m, Men's 4 x 100m Relay"
Ken Takakuwa,Japan,27,177.0,79.0,M,3/25/1985,Shizuoka (JPN),0,0,0,0,Swimming,Men's 200m Individual Medley
Aya Takano,Japan,18,164.0,54.0,F,3/14/1994,Osaka (JPN),0,0,0,0,Swimming,"Women's 400m Freestyle, Women's 4x200m Freestyle Relay"
Kei Takase,Japan,23,179.0,62.0,M,11/25/1988,Shizuoka (JPN),0,0,0,0,Athletics,"Men's 200m, Men's 4 x 400m Relay"
Sohsuke Takatani,Japan,23,177.0,74.0,M,4/5/1989,KYOTANGO (JPN),0,0,0,0,Wrestling,Men's 74kg Freestyle
Reiko Takeda,Japan,27,151.0,49.0,F,12/14/1984,Chicago (USA),0,0,0,0,Equestrian,"Individual Jumping, ARI"
Yoshie Takeshita,Japan,34,159.0,53.0,F,3/18/1978,KITAKYUSHU (JPN),0,0,0,0,Volleyball,Women's Volleyball
Nooa Takooa,Kiribati,19,160.0,67.0,M,3/10/1993,Tarawa (KIR),0,0,0,0,Athletics,Men's 100m
Dariia Talanova,Kyrgyzstan,16,168.0,52.0,F,12/8/1995,Bishkek (KGZ),0,0,0,0,Swimming,Women's 200m Breaststroke
Alina Talay,Belarus,23,164.0,54.0,F,5/14/1989,Orsha (BLR),0,0,0,0,Athletics,Women's 100m Hurdles
Daniel Talbot,Great Britain,21,184.0,69.0,M,5/1/1991,SALISBURY (GBR),0,0,0,0,Athletics,Men's 4 x 100m Relay
Brahim Taleb,Morocco,30,181.0,61.0,M,12/16/1981,Rabat (MAR),0,0,0,0,Athletics,Men's 3000m Steeplechase
Saso Taljat,Slovenia,22,173.0,70.0,M,9/22/1989,SEMPETER PRI GORICI (SLO),0,0,0,0,Canoe Slalom,Men's Canoe Double (C2)
Claire Tallent,Australia,31,163.0,50.0,F,7/6/1981,NORTH ADELAIDE (AUS),0,0,0,0,Athletics,Women's 20km Race Walk
Jared Tallent,Australia,27,178.0,58.0,M,10/17/1984,Ballarat (AUS),0,0,0,0,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk"
Evelin Talts,Estonia,35,158.0,54.0,F,6/18/1977,Tallinn (EST),0,0,0,0,Athletics,Women's Marathon
Lauren Tamayo,United States of America,28,178.0,64.0,F,10/25/1983,Bethlehem (USA),0,0,0,0,Cycling - Track,Women's Team Pursuit
Patrick Tambwe,France,37,182.0,68.0,M,5/5/1975,Kinshasa (CGO),0,0,0,0,Athletics,Men's Marathon
Aleksander Tammert,Estonia,39,196.0,124.0,M,2/2/1973,Tartu (EST),0,0,0,0,Athletics,Men's Discus Throw
Sonata Tamosaityte,Lithuania,25,172.0,58.0,F,6/28/1987,Kaunas (LTU),0,0,0,0,Athletics,Women's 100m Hurdles
Ioannis Tamouridis,Greece,32,180.0,74.0,M,6/3/1980,Thessaloniki (GRE),0,0,0,0,Cycling - Road,Men's Road Race
Boon Heong Tan,Malaysia,24,181.0,75.0,M,9/18/1987,KEDAH,0,0,0,0,Badminton,Men's Doubles
Jian Tan,People's Republic of China,24,178.0,80.0,F,1/20/1988,SICHUAN (CHN),0,0,0,0,Athletics,Women's Discus Throw
